Parameter,Time,Value,Global
F1,0.79,270.0,False
F1,0.8,270.0,False
F1,0.81,270.0,False
F1,0.8200000000000001,270.0,False
F1,0.8300000000000001,270.0,False
F1,0.84,270.0,False
F1,0.85,270.0,False
F1,0.86,270.0,False
F1,0.87,277.6,False
F1,0.88,292.8,False
F1,0.89,315.6,False
F1,0.9,346.0,False
F1,0.91,384.0,False
F1,0.92,414.4,False
F1,0.93,437.2,False
F1,0.9400000000000001,452.4,False
F1,0.9500000000000001,460.0,False
F1,0.96,460.0,False
F1,0.97,460.0,False
F1,0.98,460.0,False
F1,0.99,460.0,False
F1,1.0,460.0,False
F1,1.01,460.0,False
F1,1.02,460.0,False
F1,1.03,460.0,False
F1,1.04,460.0,False
F1,1.05,460.0,False
F1,1.06,452.4,False
F1,1.07,437.2,False
F1,1.08,414.4,False
F1,1.09,384.0,False
F1,1.1,346.0,False
F1,1.11,315.6,False
F1,1.12,292.8,False
F1,1.1300000000000001,277.6,False
F1,1.1400000000000001,270.0,False
F1,1.1500000000000001,270.0,False
F1,1.16,270.0,False
F1,1.17,270.0,False
F1,1.18,270.0,False
F1,1.19,270.0,False
F1,1.2,270.0,False
F1,1.21,270.0,False
F1,1.22,270.0,False
F1,1.23,270.0,False
F1,1.24,270.0,False
F1,1.25,270.0,False
F1,1.26,270.0,False
F1,1.27,270.0,False
F1,1.28,270.0,False
F1,1.29,270.0,False
F1,1.3,270.0,False
F1,1.31,270.0,False
F1,1.32,270.0,False
F1,1.33,270.0,False
F1,1.34,270.0,False
F1,1.35,270.0,False
F1,1.36,270.0,False
F1,1.37,270.0,False
F1,1.3800000000000001,270.0,False
F1,1.3900000000000001,270.0,False
F1,1.4000000000000001,270.0,False
F1,1.41,270.0,False
F1,1.42,270.0,False
F1,1.43,270.0,False
F1,1.44,270.0,False
F1,1.45,270.0,False
F1,1.46,270.0,False
F1,1.47,270.0,False
F1,1.48,270.0,False
F1,1.49,270.0,False
F1,1.5,270.0,False
F1,1.51,270.0,False
F1,1.52,270.0,False
F1,1.53,270.0,False
F1,1.54,270.0,False
F1,1.55,270.0,False
F1,1.56,270.0,False
F1,1.57,270.0,False
F1,1.58,270.0,False
F1,1.59,270.0,False
F1,1.6,270.0,False
F1,1.61,288.4,False
F1,1.62,325.2,False
F1,1.6300000000000001,380.4,False
F1,1.6400000000000001,454.0,False
F1,1.6500000000000001,546.0,False
F1,1.6600000000000001,619.6,False
F1,1.67,674.8,False
F1,1.68,711.6,False
F1,1.69,730.0,False
F1,1.7,730.0,False
F1,1.71,730.0,False
F1,1.72,730.0,False
F1,1.73,730.0,False
F1,1.74,730.0,False
F1,1.75,730.0,False
F1,1.76,730.0,False
F1,1.77,730.0,False
F1,1.78,730.0,False
F1,1.79,711.6,False
F1,1.8,674.8,False
F1,1.81,619.6,False
F1,1.82,546.0,False
F1,1.83,454.0,False
F1,1.84,380.4,False
F1,1.85,325.2,False
F1,1.86,288.4,False
F1,1.87,270.0,False
F1,1.8800000000000001,270.0,False
F1,1.8900000000000001,270.0,False
F1,1.9000000000000001,270.0,False
F1,1.9100000000000001,270.0,False
F1,1.92,270.0,False
F1,1.93,270.0,False
F1,1.94,270.0,False
F1,1.95,270.0,False
F1,1.96,270.0,False
F1,1.97,270.0,False
F1,1.98,270.0,False
F1,1.99,270.0,False
F1,2.0,270.0,False
F2,0.0,800.0,False
F2,0.01,800.0,False
F2,0.02,800.0,False
F2,0.03,800.0,False
F2,0.04,800.0,False
F2,0.05,800.0,False
F2,0.06,800.0,False
F2,0.07,800.0,False
F2,0.08,800.0,False
F2,0.09,800.0,False
F2,0.1,800.0,False
F2,0.11,800.0,False
F2,0.12,800.0,False
F2,0.13,800.0,False
F2,0.14,859.6,False
F2,0.15,978.8,False
F2,0.16,1157.6,False
F2,0.17,1396.0,False
F2,0.18,1694.0,False
F2,0.19,1932.4,False
F2,0.2,2111.2,False
F2,0.21,2230.4,False
F2,0.22,2290.0,False
F2,0.23,2290.0,False
F2,0.24,2290.0,False
F2,0.25,2290.0,False
F2,0.26,2290.0,False
F2,0.27,2290.0,False
F2,0.28,2290.0,False
F2,0.29,2290.0,False
F2,0.3,2290.0,False
F2,0.31,2290.0,False
F2,0.32,2290.0,False
F2,0.33,2290.0,False
F2,0.34,2290.0,False
