Time (s),CQ,SQ,F0_Praat (Hz),F0_GCI (Hz),Glottal_Movement
14.564671201814058,NaN,NaN,NaN,NaN,NaN
14.574671201814057,NaN,NaN,NaN,NaN,NaN
14.575532879818594,NaN,NaN,NaN,14.918809201623823,NaN
14.584671201814057,NaN,NaN,NaN,NaN,NaN
14.594671201814057,NaN,NaN,NaN,NaN,NaN
14.604671201814057,NaN,NaN,NaN,NaN,NaN
14.609047619047619,0.08887909532686628,0.81699349976788,NaN,NaN,NaN
14.614671201814057,NaN,NaN,573.8071387981055,NaN,NaN
14.624671201814056,NaN,NaN,568.7298577688084,NaN,NaN
14.634671201814056,NaN,NaN,NaN,NaN,NaN
14.64390022675737,NaN,NaN,NaN,14.346128822381147,NaN
14.644671201814058,NaN,NaN,NaN,NaN,NaN
14.654671201814057,NaN,NaN,NaN,NaN,NaN
14.664671201814057,NaN,NaN,NaN,NaN,NaN
14.674671201814057,NaN,NaN,NaN,NaN,NaN
14.67875283446712,0.10837718070650339,0.7843142909118764,NaN,NaN,NaN
14.684671201814057,NaN,NaN,575.2249469852147,NaN,NaN
14.694671201814057,NaN,NaN,578.6774227975117,NaN,NaN
14.703004535147393,NaN,NaN,NaN,20.61711079943942,NaN
14.704671201814056,NaN,NaN,NaN,NaN,NaN
14.714671201814056,NaN,NaN,NaN,NaN,NaN
14.724671201814058,NaN,NaN,NaN,NaN,NaN
14.727256235827664,0.20047099029929902,0.7542732558447302,NaN,NaN,NaN
14.734671201814058,NaN,NaN,NaN,NaN,NaN
14.7387641723356,NaN,NaN,NaN,43.44827586206744,NaN
14.744671201814057,NaN,NaN,NaN,NaN,NaN
14.750272108843538,0.12495154805404567,0.7717162311562052,NaN,NaN,NaN
14.754671201814057,NaN,NaN,NaN,NaN,NaN
14.764671201814057,NaN,NaN,NaN,NaN,NaN
14.770941043083901,NaN,NaN,NaN,24.190894130553836,NaN
14.774671201814057,NaN,NaN,NaN,NaN,NaN
14.784671201814056,NaN,NaN,NaN,NaN,NaN
14.791609977324264,0.13066239283490194,0.7789043330519426,NaN,NaN,NaN
14.794671201814056,NaN,NaN,577.9948444885814,NaN,NaN
14.804671201814058,NaN,NaN,578.4308248902736,NaN,NaN
14.812018140589569,NaN,NaN,NaN,24.500000000000238,NaN
14.814671201814058,NaN,NaN,NaN,NaN,NaN
14.824671201814057,NaN,NaN,NaN,NaN,NaN
14.832426303854875,0.11869210846351635,0.7919713589698584,NaN,NaN,NaN
